accession,label,role,project13_eligible,gene_id,gene_name,feature_type,gene_biotype,contig,strand,cds_bases,callable_cds_bases,callable_fraction,meets_callable_threshold,distinct_variant_count,high_impact_variants,moderate_impact_variants,low_impact_variants,modifier_impact_variants,warning_variant_count,variant_density_per_1000_callable_cds,consequence_profile
GCF_002900365.1,HT073016,alternative,False,C1192_RS04255,pntB,gene,protein_coding,NZ_CP025979.1,+,1389,518,0.37293016558675307,False,24,0,0,24,0,0,46.33204633204633,synonymous_variant:24
GCF_002900365.1,HT073016,alternative,False,C1192_RS04260,tqsA,gene,protein_coding,NZ_CP025979.1,-,1035,361,0.34879227053140094,False,19,0,2,17,0,0,52.63157894736842,missense_variant:2;splice_region_variant&stop_retained_variant:1;synonymous_variant:16
GCF_002900365.1,HT073016,alternative,False,C1192_RS26170,C1192_RS26170,gene,protein_coding,NZ_CP025979.1,+,171,53,0.30994152046783624,False,7,0,4,3,0,0,132.0754716981132,missense_variant:4;synonymous_variant:3
GCF_002900365.1,HT073016,alternative,False,C1192_RS04270,mdtJ,gene,protein_coding,NZ_CP025979.1,+,366,78,0.21311475409836064,False,0,0,0,0,0,0,0.0,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04275,mdtI,gene,protein_coding,NZ_CP025979.1,+,330,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04280,C1192_RS04280,gene,protein_coding,NZ_CP025979.1,-,822,317,0.38564476885644766,False,9,0,1,8,0,0,28.391167192429023,missense_variant:1;synonymous_variant:8
GCF_002900365.1,HT073016,alternative,False,C1192_RS04285,ydgU,gene,protein_coding,NZ_CP025979.1,-,84,0,0.0,False,2,0,0,2,0,0,,synonymous_variant:2
GCF_002900365.1,HT073016,alternative,False,C1192_RS04290,asr,gene,protein_coding,NZ_CP025979.1,-,306,83,0.27124183006535946,False,0,0,0,0,0,0,0.0,
GCF_002900365.1,HT073016,alternative,False,C1192_RS26030,C1192_RS26030,gene,protein_coding,NZ_CP025979.1,+,72,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04295,ynfM,pseudogene,pseudogene,NZ_CP025979.1,-,1253,96,0.07661612130885874,False,0,0,0,0,0,0,0.0,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04300,ynfL,gene,protein_coding,NZ_CP025979.1,+,891,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04305,mlc,gene,protein_coding,NZ_CP025979.1,+,1221,154,0.12612612612612611,False,6,0,0,6,0,0,38.96103896103896,synonymous_variant:6
GCF_002900365.1,HT073016,alternative,False,C1192_RS04310,bioD,gene,protein_coding,NZ_CP025979.1,+,696,231,0.33189655172413796,False,3,0,1,2,0,0,12.987012987012987,missense_variant:1;synonymous_variant:2
GCF_002900365.1,HT073016,alternative,False,C1192_RS04315,clcB,gene,protein_coding,NZ_CP025979.1,-,1293,54,0.04176334106728538,False,0,0,0,0,0,0,0.0,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04320,dmsD,gene,protein_coding,NZ_CP025979.1,-,615,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04325,ynfH,gene,protein_coding,NZ_CP025979.1,-,855,188,0.2198830409356725,False,3,0,0,3,0,0,15.957446808510639,synonymous_variant:3
GCF_002900365.1,HT073016,alternative,False,C1192_RS04330,ynfG,gene,protein_coding,NZ_CP025979.1,-,618,158,0.255663430420712,False,5,0,1,4,0,0,31.645569620253166,missense_variant:1;synonymous_variant:4
GCF_002900365.1,HT073016,alternative,False,C1192_RS04335,ynfE,pseudogene,pseudogene,NZ_CP025979.1,-,2428,271,0.11161449752883032,False,20,4,16,0,0,20,73.80073800738008,missense_variant:16;stop_gained:3;stop_lost:1
GCF_002900365.1,HT073016,alternative,False,C1192_RS04340,C1192_RS04340,gene,protein_coding,NZ_CP025979.1,-,309,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04345,C1192_RS04345,gene,protein_coding,NZ_CP025979.1,+,699,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04350,C1192_RS04350,gene,protein_coding,NZ_CP025979.1,+,1209,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04355,speG,gene,protein_coding,NZ_CP025979.1,-,561,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04360,C1192_RS04360,gene,protein_coding,NZ_CP025979.1,-,342,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04365,C1192_RS04365,gene,protein_coding,NZ_CP025979.1,+,327,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04370,rspA,gene,protein_coding,NZ_CP025979.1,+,1215,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04375,C1192_RS04375,gene,protein_coding,NZ_CP025979.1,+,1020,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04385,C1192_RS04385,gene,protein_coding,NZ_CP025979.1,-,1281,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04390,C1192_RS04390,gene,protein_coding,NZ_CP025979.1,-,252,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04395,C1192_RS04395,gene,protein_coding,NZ_CP025979.1,-,2472,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04400,ydfD,gene,protein_coding,NZ_CP025979.1,-,192,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04405,dicB,gene,protein_coding,NZ_CP025979.1,-,189,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04410,C1192_RS04410,gene,protein_coding,NZ_CP025979.1,+,201,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04415,C1192_RS04415,gene,protein_coding,NZ_CP025979.1,-,270,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04420,C1192_RS04420,gene,protein_coding,NZ_CP025979.1,-,153,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04425,dicA,gene,protein_coding,NZ_CP025979.1,-,408,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04430,dicC,gene,protein_coding,NZ_CP025979.1,+,231,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04435,C1192_RS04435,gene,protein_coding,NZ_CP025979.1,+,522,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04440,C1192_RS04440,gene,protein_coding,NZ_CP025979.1,+,966,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04445,C1192_RS04445,gene,protein_coding,NZ_CP025979.1,+,423,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04450,C1192_RS04450,pseudogene,pseudogene,NZ_CP025979.1,+,186,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04455,C1192_RS04455,gene,protein_coding,NZ_CP025979.1,+,666,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04460,hokD,gene,protein_coding,NZ_CP025979.1,+,156,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04465,rem,gene,protein_coding,NZ_CP025979.1,+,237,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04475,C1192_RS04475,pseudogene,pseudogene,NZ_CP025979.1,+,312,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04480,C1192_RS04480,gene,protein_coding,NZ_CP025979.1,-,1329,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04485,tnpA,pseudogene,pseudogene,NZ_CP025979.1,+,378,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04490,tnpB,gene,protein_coding,NZ_CP025979.1,+,348,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04495,C1192_RS04495,gene,protein_coding,NZ_CP025979.1,+,1572,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04505,C1192_RS04505,gene,protein_coding,NZ_CP025979.1,+,279,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04510,C1192_RS04510,gene,protein_coding,NZ_CP025979.1,+,1050,112,0.10666666666666667,False,3,2,1,0,0,1,26.785714285714285,frameshift_variant:2;missense_variant:1
GCF_002900365.1,HT073016,alternative,False,C1192_RS04515,C1192_RS04515,gene,protein_coding,NZ_CP025979.1,+,753,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04520,C1192_RS04520,gene,protein_coding,NZ_CP025979.1,-,186,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS25060,C1192_RS25060,gene,protein_coding,NZ_CP025979.1,-,90,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04525,cspF,gene,protein_coding,NZ_CP025979.1,-,213,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04530,cspB,gene,protein_coding,NZ_CP025979.1,+,216,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS25455,ynfU,gene,protein_coding,NZ_CP025979.1,-,171,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04535,C1192_RS04535,gene,protein_coding,NZ_CP025979.1,+,216,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS25610,C1192_RS25610,pseudogene,pseudogene,NZ_CP025979.1,+,336,108,0.32142857142857145,False,8,0,4,4,0,8,74.07407407407408,missense_variant:4;synonymous_variant:4
GCF_002900365.1,HT073016,alternative,False,C1192_RS04545,C1192_RS04545,gene,protein_coding,NZ_CP025979.1,-,261,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04550,C1192_RS04550,gene,protein_coding,NZ_CP025979.1,+,534,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04555,C1192_RS04555,gene,protein_coding,NZ_CP025979.1,+,498,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04560,cspI,gene,protein_coding,NZ_CP025979.1,+,213,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04565,ymcF,gene,protein_coding,NZ_CP025979.1,+,189,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS25615,C1192_RS25615,pseudogene,pseudogene,NZ_CP025979.1,+,39,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04570,ynfN,gene,protein_coding,NZ_CP025979.1,+,231,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04575,C1192_RS04575,pseudogene,pseudogene,NZ_CP025979.1,+,173,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04580,C1192_RS04580,gene,protein_coding,NZ_CP025979.1,+,207,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04590,C1192_RS04590,gene,protein_coding,NZ_CP025979.1,+,528,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04595,C1192_RS04595,gene,protein_coding,NZ_CP025979.1,+,2100,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04600,C1192_RS04600,gene,protein_coding,NZ_CP025979.1,+,213,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS25065,C1192_RS25065,gene,protein_coding,NZ_CP025979.1,+,525,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04610,C1192_RS04610,gene,protein_coding,NZ_CP025979.1,+,2028,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04615,C1192_RS04615,gene,protein_coding,NZ_CP025979.1,+,324,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04620,C1192_RS04620,gene,protein_coding,NZ_CP025979.1,+,276,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04625,C1192_RS04625,gene,protein_coding,NZ_CP025979.1,+,579,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04630,C1192_RS04630,gene,protein_coding,NZ_CP025979.1,+,402,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04635,C1192_RS04635,gene,protein_coding,NZ_CP025979.1,+,744,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04640,gpG,gene,protein_coding,NZ_CP025979.1,+,387,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04645,C1192_RS04645,gene,protein_coding,NZ_CP025979.1,+,330,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04650,C1192_RS04650,gene,protein_coding,NZ_CP025979.1,+,3066,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04655,C1192_RS04655,gene,protein_coding,NZ_CP025979.1,+,330,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04660,C1192_RS04660,gene,protein_coding,NZ_CP025979.1,+,699,104,0.14878397711015737,False,9,0,3,6,0,0,86.53846153846153,missense_variant:3;synonymous_variant:6
GCF_002900365.1,HT073016,alternative,False,C1192_RS04665,C1192_RS04665,gene,protein_coding,NZ_CP025979.1,+,744,0,0.0,False,2,0,2,0,0,0,,missense_variant:2
GCF_002900365.1,HT073016,alternative,False,C1192_RS04670,C1192_RS04670,gene,protein_coding,NZ_CP025979.1,+,648,100,0.15432098765432098,False,2,0,0,2,0,0,20.0,synonymous_variant:2
GCF_002900365.1,HT073016,alternative,False,C1192_RS04675,gpJ,gene,protein_coding,NZ_CP025979.1,+,3414,69,0.020210896309314587,False,0,0,0,0,0,0,0.0,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04680,C1192_RS04680,gene,protein_coding,NZ_CP025979.1,-,1209,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04685,C1192_RS04685,gene,protein_coding,NZ_CP025979.1,-,1977,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04690,pptA,gene,protein_coding,NZ_CP025979.1,+,228,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04695,C1192_RS04695,gene,protein_coding,NZ_CP025979.1,-,570,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04700,nhoA,gene,protein_coding,NZ_CP025979.1,+,846,182,0.21513002364066194,False,0,0,0,0,0,0,0.0,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04705,C1192_RS04705,gene,protein_coding,NZ_CP025979.1,-,894,52,0.058165548098434,False,9,0,1,8,0,0,173.07692307692307,missense_variant:1;synonymous_variant:8
GCF_002900365.1,HT073016,alternative,False,C1192_RS04710,narI,gene,protein_coding,NZ_CP025979.1,-,681,182,0.26725403817914833,False,4,0,0,4,0,0,21.978021978021978,synonymous_variant:4
GCF_002900365.1,HT073016,alternative,False,C1192_RS04715,narW,gene,protein_coding,NZ_CP025979.1,-,696,176,0.25287356321839083,False,4,0,0,4,0,0,22.727272727272727,synonymous_variant:4
GCF_002900365.1,HT073016,alternative,False,C1192_RS04720,narH,gene,protein_coding,NZ_CP025979.1,-,1545,144,0.09320388349514563,False,4,0,0,4,0,0,27.77777777777778,synonymous_variant:4
GCF_002900365.1,HT073016,alternative,False,C1192_RS04725,narZ,gene,protein_coding,NZ_CP025979.1,-,3741,595,0.15904838278535152,False,19,0,0,19,0,0,31.932773109243698,synonymous_variant:19
GCF_002900365.1,HT073016,alternative,False,C1192_RS04730,narU,gene,protein_coding,NZ_CP025979.1,-,1389,346,0.24910007199424047,False,6,0,2,4,0,0,17.341040462427745,missense_variant:2;synonymous_variant:4
GCF_002900365.1,HT073016,alternative,False,C1192_RS04735,yddG,gene,protein_coding,NZ_CP025979.1,-,882,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04745,fdnG,gene,protein_coding,NZ_CP025979.1,+,3048,222,0.07283464566929133,False,20,0,1,19,0,0,90.09009009009009,missense_variant:1;synonymous_variant:19
GCF_002900365.1,HT073016,alternative,False,C1192_RS04750,fdnH,gene,protein_coding,NZ_CP025979.1,+,885,80,0.0903954802259887,False,10,0,3,7,0,0,125.0,missense_variant:3;synonymous_variant:7
GCF_002900365.1,HT073016,alternative,False,C1192_RS04755,fdnI,gene,protein_coding,NZ_CP025979.1,+,654,37,0.05657492354740061,False,1,0,0,1,0,0,27.027027027027028,synonymous_variant:1
GCF_002900365.1,HT073016,alternative,False,C1192_RS04760,C1192_RS04760,gene,protein_coding,NZ_CP025979.1,-,285,36,0.12631578947368421,False,2,0,0,2,0,0,55.55555555555556,synonymous_variant:2
GCF_002900365.1,HT073016,alternative,False,C1192_RS04765,C1192_RS04765,gene,protein_coding,NZ_CP025979.1,-,279,9,0.03225806451612903,False,2,0,1,1,0,0,222.22222222222223,conservative_inframe_insertion:1;splice_region_variant&stop_retained_variant:1
GCF_002900365.1,HT073016,alternative,False,C1192_RS04775,adhP,gene,protein_coding,NZ_CP025979.1,-,1011,535,0.5291790306627102,False,35,0,3,32,0,0,65.42056074766356,missense_variant:3;synonymous_variant:32
GCF_002900365.1,HT073016,alternative,False,C1192_RS04780,maeA,gene,protein_coding,NZ_CP025979.1,-,1698,639,0.3763250883392226,False,17,0,0,17,0,0,26.604068857589983,synonymous_variant:17
GCF_002900365.1,HT073016,alternative,False,C1192_RS04785,sra,gene,protein_coding,NZ_CP025979.1,-,138,7,0.050724637681159424,False,0,0,0,0,0,0,0.0,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04790,bdm,gene,protein_coding,NZ_CP025979.1,-,216,81,0.375,False,11,0,3,8,0,0,135.80246913580248,missense_variant:3;synonymous_variant:8
GCF_002900365.1,HT073016,alternative,False,C1192_RS04795,osmC,gene,protein_coding,NZ_CP025979.1,+,432,196,0.4537037037037037,False,8,0,1,7,0,0,40.816326530612244,missense_variant:1;synonymous_variant:7
GCF_002900365.1,HT073016,alternative,False,C1192_RS04800,C1192_RS04800,gene,protein_coding,NZ_CP025979.1,+,924,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04805,dosP,pseudogene,pseudogene,NZ_CP025979.1,-,1644,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04810,C1192_RS04810,pseudogene,pseudogene,NZ_CP025979.1,-,1146,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04815,C1192_RS04815,gene,protein_coding,NZ_CP025979.1,-,1320,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04820,gadC,gene,protein_coding,NZ_CP025979.1,-,1536,521,0.3391927083333333,False,18,0,0,18,0,0,34.5489443378119,synonymous_variant:18
GCF_002900365.1,HT073016,alternative,False,C1192_RS04825,gad,gene,protein_coding,NZ_CP025979.1,-,1401,330,0.23554603854389722,False,3,0,0,3,0,0,9.090909090909092,synonymous_variant:3
GCF_002900365.1,HT073016,alternative,False,C1192_RS04830,C1192_RS04830,pseudogene,pseudogene,NZ_CP025979.1,-,2773,165,0.059502344031734586,False,0,0,0,0,0,0,0.0,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04835,C1192_RS04835,gene,protein_coding,NZ_CP025979.1,-,2379,90,0.03783102143757881,False,0,0,0,0,0,0,0.0,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04840,C1192_RS04840,pseudogene,pseudogene,NZ_CP025979.1,-,1685,336,0.19940652818991098,False,12,0,3,9,0,12,35.714285714285715,missense_variant:3;synonymous_variant:9
GCF_002900365.1,HT073016,alternative,False,C1192_RS04845,C1192_RS04845,gene,protein_coding,NZ_CP025979.1,-,1161,130,0.1119724375538329,False,0,0,0,0,0,0,0.0,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04850,C1192_RS04850,gene,protein_coding,NZ_CP025979.1,-,1683,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04860,C1192_RS04860,pseudogene,pseudogene,NZ_CP025979.1,+,3431,87,0.025357038764208684,False,2,0,1,1,0,2,22.988505747126435,missense_variant:1;synonymous_variant:1
GCF_002900365.1,HT073016,alternative,False,C1192_RS04865,C1192_RS04865,pseudogene,pseudogene,NZ_CP025979.1,-,417,106,0.2541966426858513,False,0,0,0,0,0,0,0.0,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04870,C1192_RS04870,pseudogene,pseudogene,NZ_CP025979.1,-,843,608,0.7212336892052195,False,19,0,7,12,0,0,31.25,missense_variant:7;synonymous_variant:12
GCF_002900365.1,HT073016,alternative,False,C1192_RS04875,C1192_RS04875,gene,protein_coding,NZ_CP025979.1,-,336,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04880,tam,gene,protein_coding,NZ_CP025979.1,+,759,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04885,C1192_RS04885,gene,protein_coding,NZ_CP025979.1,-,915,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04895,uxaB,gene,protein_coding,NZ_CP025979.1,-,1452,605,0.4166666666666667,False,30,0,2,28,0,0,49.586776859504134,missense_variant:2;synonymous_variant:28
GCF_002900365.1,HT073016,alternative,False,C1192_RS04900,C1192_RS04900,gene,protein_coding,NZ_CP025979.1,-,1419,244,0.1719520789288231,False,8,0,2,6,0,0,32.78688524590164,missense_variant:2;synonymous_variant:6
GCF_002900365.1,HT073016,alternative,False,C1192_RS04910,C1192_RS04910,gene,protein_coding,NZ_CP025979.1,-,360,165,0.4583333333333333,False,9,0,1,8,0,0,54.54545454545455,missense_variant:1;synonymous_variant:8
GCF_002900365.1,HT073016,alternative,False,C1192_RS04915,glsB,gene,protein_coding,NZ_CP025979.1,-,927,242,0.26105717367853293,False,5,0,0,5,0,0,20.66115702479339,synonymous_variant:5
GCF_002900365.1,HT073016,alternative,False,C1192_RS04920,sad,gene,protein_coding,NZ_CP025979.1,-,1389,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04925,ptrR,gene,protein_coding,NZ_CP025979.1,+,861,141,0.16376306620209058,False,0,0,0,0,0,0,0.0,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04930,ydeA,gene,protein_coding,NZ_CP025979.1,+,1191,144,0.12090680100755667,False,0,0,0,0,0,0,0.0,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04935,marC,gene,protein_coding,NZ_CP025979.1,-,666,199,0.2987987987987988,False,7,0,0,7,0,0,35.175879396984925,synonymous_variant:7
GCF_002900365.1,HT073016,alternative,False,C1192_RS04940,marR,gene,protein_coding,NZ_CP025979.1,+,435,21,0.04827586206896552,False,8,0,2,6,0,0,380.95238095238096,missense_variant:2;synonymous_variant:6
GCF_002900365.1,HT073016,alternative,False,C1192_RS04945,marA,gene,protein_coding,NZ_CP025979.1,+,384,145,0.3776041666666667,False,5,0,0,5,0,0,34.48275862068966,synonymous_variant:5
GCF_002900365.1,HT073016,alternative,False,C1192_RS04950,marB,gene,protein_coding,NZ_CP025979.1,+,219,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04955,eamA,gene,protein_coding,NZ_CP025979.1,-,900,414,0.46,False,24,0,4,20,0,0,57.971014492753625,missense_variant:4;synonymous_variant:20
GCF_002900365.1,HT073016,alternative,False,C1192_RS04960,ydeE,gene,protein_coding,NZ_CP025979.1,+,1188,312,0.26262626262626265,False,6,0,0,6,0,0,19.23076923076923,synonymous_variant:6
GCF_002900365.1,HT073016,alternative,False,C1192_RS04965,C1192_RS04965,pseudogene,pseudogene,NZ_CP025979.1,+,183,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04970,mgtS,gene,protein_coding,NZ_CP025979.1,+,96,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS25460,mgtT,gene,protein_coding,NZ_CP025979.1,+,105,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04975,dgcZ,gene,protein_coding,NZ_CP025979.1,-,891,77,0.08641975308641975,False,12,0,4,8,0,0,155.84415584415584,missense_variant:4;synonymous_variant:8
GCF_002900365.1,HT073016,alternative,False,C1192_RS04980,dcp,gene,protein_coding,NZ_CP025979.1,-,2046,305,0.1490713587487781,False,2,0,1,1,0,0,6.557377049180328,missense_variant:1;synonymous_variant:1
GCF_002900365.1,HT073016,alternative,False,C1192_RS04985,ydfG,gene,protein_coding,NZ_CP025979.1,+,747,63,0.08433734939759036,False,4,0,0,4,0,0,63.492063492063494,synonymous_variant:4
GCF_002900365.1,HT073016,alternative,False,C1192_RS04990,C1192_RS04990,gene,protein_coding,NZ_CP025979.1,+,687,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS04995,ydfZ,gene,protein_coding,NZ_CP025979.1,+,204,3,0.014705882352941176,False,7,0,1,6,0,0,2333.3333333333335,missense_variant:1;synonymous_variant:6
GCF_002900365.1,HT073016,alternative,False,C1192_RS05000,C1192_RS05000,gene,protein_coding,NZ_CP025979.1,-,1461,36,0.024640657084188913,False,0,0,0,0,0,0,0.0,
GCF_002900365.1,HT073016,alternative,False,C1192_RS05005,ydfJ,pseudogene,pseudogene,NZ_CP025979.1,-,1284,223,0.17367601246105918,False,3,0,0,3,0,0,13.452914798206278,synonymous_variant:3
GCF_002900365.1,HT073016,alternative,False,C1192_RS25070,C1192_RS25070,gene,protein_coding,NZ_CP025979.1,+,114,0,0.0,False,0,0,0,0,0,0,,
GCF_002900365.1,HT073016,alternative,False,C1192_RS05010,ydfK,gene,protein_coding,NZ_CP025979.1,+,234,0,0.0,False,0,0,0,0,0,0,,
