accession,species_key,source_protein_id,prepared_protein_id,gene_id,gene_name,feature_id,mapping_status
GCF_000026225.1,GCF_000026225.1,WP_000857287.1,GCF_000026225.1__WP_000857287.1,EFER_RS04735,glpA,gene-EFER_RS04735,mapped
GCF_000026225.1,GCF_000026225.1,WP_000857847.1,GCF_000026225.1__WP_000857847.1,EFER_RS20300,aceA,gene-EFER_RS20300,mapped
GCF_000026225.1,GCF_000026225.1,WP_000858214.1,GCF_000026225.1__WP_000858214.1,EFER_RS17635,dctA,gene-EFER_RS17635,mapped
GCF_000026225.1,GCF_000026225.1,WP_000858708.1,GCF_000026225.1__WP_000858708.1,EFER_RS12490,dacA,gene-EFER_RS12490,mapped
GCF_000026225.1,GCF_000026225.1,WP_000858933.1,GCF_000026225.1__WP_000858933.1,EFER_RS21920,EFER_RS21920,gene-EFER_RS21920,mapped
GCF_000026225.1,GCF_000026225.1,WP_000859107.1,GCF_000026225.1__WP_000859107.1,EFER_RS06425,EFER_RS06425,gene-EFER_RS06425,mapped
GCF_000026225.1,GCF_000026225.1,WP_000859694.1,GCF_000026225.1__WP_000859694.1,EFER_RS12095,pcp,gene-EFER_RS12095,mapped
GCF_000026225.1,GCF_000026225.1,WP_000860012.1,GCF_000026225.1__WP_000860012.1,EFER_RS07215,fumC,gene-EFER_RS07215,mapped
GCF_000026225.1,GCF_000026225.1,WP_000860766.1,GCF_000026225.1__WP_000860766.1,EFER_RS11050,EFER_RS11050,gene-EFER_RS11050,mapped
GCF_000026225.1,GCF_000026225.1,WP_000861348.1,GCF_000026225.1__WP_000861348.1,EFER_RS16685,slyD,gene-EFER_RS16685,mapped
GCF_000026225.1,GCF_000026225.1,WP_000861363.1,GCF_000026225.1__WP_000861363.1,EFER_RS10655,gmd,gene-EFER_RS10655,mapped
GCF_000026225.1,GCF_000026225.1,WP_000861594.1,GCF_000026225.1__WP_000861594.1,EFER_RS16175,mdh,gene-EFER_RS16175,mapped
GCF_000026225.1,GCF_000026225.1,WP_000862656.1,GCF_000026225.1__WP_000862656.1,EFER_RS10710,wcaL,gene-EFER_RS10710,mapped
GCF_000026225.1,GCF_000026225.1,WP_000863233.1,GCF_000026225.1__WP_000863233.1,EFER_RS01825,EFER_RS01825,gene-EFER_RS01825,mapped
GCF_000026225.1,GCF_000026225.1,WP_000864946.1,GCF_000026225.1__WP_000864946.1,EFER_RS13425,EFER_RS13425,gene-EFER_RS13425,mapped
GCF_000026225.1,GCF_000026225.1,WP_000865536.1,GCF_000026225.1__WP_000865536.1,EFER_RS04840,EFER_RS04840,gene-EFER_RS04840,mapped
GCF_000026225.1,GCF_000026225.1,WP_000866672.1,GCF_000026225.1__WP_000866672.1,EFER_RS18620,wecB,gene-EFER_RS18620,mapped
GCF_000026225.1,GCF_000026225.1,WP_000866803.1,GCF_000026225.1__WP_000866803.1,EFER_RS18775,purD,gene-EFER_RS18775,mapped
GCF_000026225.1,GCF_000026225.1,WP_000867111.1,GCF_000026225.1__WP_000867111.1,EFER_RS17650,bcsZ,gene-EFER_RS17650,mapped
GCF_000026225.1,GCF_000026225.1,WP_000867120.1,GCF_000026225.1__WP_000867120.1,EFER_RS20125,pstS,gene-EFER_RS20125,mapped
GCF_000026225.1,GCF_000026225.1,WP_000867213.1,GCF_000026225.1__WP_000867213.1,EFER_RS09720,dsrB,gene-EFER_RS09720,mapped
GCF_000026225.1,GCF_000026225.1,WP_000867882.1,GCF_000026225.1__WP_000867882.1,EFER_RS07075,EFER_RS07075,gene-EFER_RS07075,mapped
GCF_000026225.1,GCF_000026225.1,WP_000868187.1,GCF_000026225.1__WP_000868187.1,EFER_RS16500,rpmJ,gene-EFER_RS16500,mapped
GCF_000026225.1,GCF_000026225.1,WP_000868495.1,GCF_000026225.1__WP_000868495.1,EFER_RS17915,yiaK,gene-EFER_RS17915,mapped
GCF_000026225.1,GCF_000026225.1,WP_000868863.1,GCF_000026225.1__WP_000868863.1,,,,ambiguous_gene
GCF_000026225.1,GCF_000026225.1,WP_000869186.1,GCF_000026225.1__WP_000869186.1,EFER_RS15090,hldE,gene-EFER_RS15090,mapped
GCF_000026225.1,GCF_000026225.1,WP_000870712.1,GCF_000026225.1__WP_000870712.1,EFER_RS22020,yjjG,gene-EFER_RS22020,mapped
GCF_000026225.1,GCF_000026225.1,WP_000871465.1,GCF_000026225.1__WP_000871465.1,EFER_RS11145,bglX,gene-EFER_RS11145,mapped
GCF_000026225.1,GCF_000026225.1,WP_000871982.1,GCF_000026225.1__WP_000871982.1,EFER_RS11645,EFER_RS11645,gene-EFER_RS11645,mapped
GCF_000026225.1,GCF_000026225.1,WP_000872464.1,GCF_000026225.1__WP_000872464.1,EFER_RS09195,holB,gene-EFER_RS09195,mapped
GCF_000026225.1,GCF_000026225.1,WP_000872783.1,GCF_000026225.1__WP_000872783.1,EFER_RS09390,solA,gene-EFER_RS09390,mapped
GCF_000026225.1,GCF_000026225.1,WP_000872913.1,GCF_000026225.1__WP_000872913.1,EFER_RS19205,rraA,gene-EFER_RS19205,mapped
GCF_000026225.1,GCF_000026225.1,WP_000873036.1,GCF_000026225.1__WP_000873036.1,EFER_RS09355,EFER_RS09355,gene-EFER_RS09355,mapped
GCF_000026225.1,GCF_000026225.1,WP_000873383.1,GCF_000026225.1__WP_000873383.1,EFER_RS07740,EFER_RS07740,gene-EFER_RS07740,mapped
GCF_000026225.1,GCF_000026225.1,WP_000873753.1,GCF_000026225.1__WP_000873753.1,EFER_RS15425,EFER_RS15425,gene-EFER_RS15425,mapped
GCF_000026225.1,GCF_000026225.1,WP_000873874.1,GCF_000026225.1__WP_000873874.1,EFER_RS11285,nfo,gene-EFER_RS11285,mapped
GCF_000026225.1,GCF_000026225.1,WP_000874134.1,GCF_000026225.1__WP_000874134.1,EFER_RS22275,EFER_RS22275,gene-EFER_RS22275,mapped
GCF_000026225.1,GCF_000026225.1,WP_000874226.1,GCF_000026225.1__WP_000874226.1,EFER_RS01335,metQ,gene-EFER_RS01335,mapped
GCF_000026225.1,GCF_000026225.1,WP_000874974.1,GCF_000026225.1__WP_000874974.1,EFER_RS20625,dinF,gene-EFER_RS20625,mapped
GCF_000026225.1,GCF_000026225.1,WP_000875259.1,GCF_000026225.1__WP_000875259.1,EFER_RS02785,EFER_RS02785,gene-EFER_RS02785,mapped
GCF_000026225.1,GCF_000026225.1,WP_000875309.1,GCF_000026225.1__WP_000875309.1,EFER_RS20490,EFER_RS20490,gene-EFER_RS20490,mapped
GCF_000026225.1,GCF_000026225.1,WP_000875492.1,GCF_000026225.1__WP_000875492.1,EFER_RS22425,creA,gene-EFER_RS22425,mapped
GCF_000026225.1,GCF_000026225.1,WP_000876063.1,GCF_000026225.1__WP_000876063.1,EFER_RS04820,rcsC,gene-EFER_RS04820,mapped
GCF_000026225.1,GCF_000026225.1,WP_000876276.1,GCF_000026225.1__WP_000876276.1,EFER_RS08430,EFER_RS08430,gene-EFER_RS08430,mapped
GCF_000026225.1,GCF_000026225.1,WP_000876522.1,GCF_000026225.1__WP_000876522.1,EFER_RS01845,EFER_RS01845,gene-EFER_RS01845,mapped
GCF_000026225.1,GCF_000026225.1,WP_000876895.1,GCF_000026225.1__WP_000876895.1,EFER_RS11995,EFER_RS11995,gene-EFER_RS11995,mapped
GCF_000026225.1,GCF_000026225.1,WP_000877049.1,GCF_000026225.1__WP_000877049.1,EFER_RS09910,tssE,gene-EFER_RS09910,mapped
GCF_000026225.1,GCF_000026225.1,WP_000877154.1,GCF_000026225.1__WP_000877154.1,EFER_RS05550,matP,gene-EFER_RS05550,mapped
GCF_000026225.1,GCF_000026225.1,WP_000877304.1,GCF_000026225.1__WP_000877304.1,EFER_RS21840,EFER_RS21840,gene-EFER_RS21840,mapped
GCF_000026225.1,GCF_000026225.1,WP_000877397.1,GCF_000026225.1__WP_000877397.1,EFER_RS19160,EFER_RS19160,gene-EFER_RS19160,mapped
GCF_000026225.1,GCF_000026225.1,WP_000877918.1,GCF_000026225.1__WP_000877918.1,EFER_RS04255,EFER_RS04255,gene-EFER_RS04255,mapped
GCF_000026225.1,GCF_000026225.1,WP_000878140.1,GCF_000026225.1__WP_000878140.1,EFER_RS12905,EFER_RS12905,gene-EFER_RS12905,mapped
GCF_000026225.1,GCF_000026225.1,WP_000879045.1,GCF_000026225.1__WP_000879045.1,EFER_RS20895,cutA,gene-EFER_RS20895,mapped
GCF_000026225.1,GCF_000026225.1,WP_000879194.1,GCF_000026225.1__WP_000879194.1,EFER_RS19800,uhpT,gene-EFER_RS19800,mapped
GCF_000026225.1,GCF_000026225.1,WP_000879817.1,GCF_000026225.1__WP_000879817.1,EFER_RS07640,EFER_RS07640,gene-EFER_RS07640,mapped
GCF_000026225.1,GCF_000026225.1,WP_000879861.1,GCF_000026225.1__WP_000879861.1,EFER_RS09460,EFER_RS09460,gene-EFER_RS09460,mapped
GCF_000026225.1,GCF_000026225.1,WP_000880158.1,GCF_000026225.1__WP_000880158.1,EFER_RS10595,hisF,gene-EFER_RS10595,mapped
GCF_000026225.1,GCF_000026225.1,WP_000880951.1,GCF_000026225.1__WP_000880951.1,EFER_RS02445,recN,gene-EFER_RS02445,mapped
GCF_000026225.1,GCF_000026225.1,WP_000882814.1,GCF_000026225.1__WP_000882814.1,EFER_RS08925,EFER_RS08925,gene-EFER_RS08925,mapped
GCF_000026225.1,GCF_000026225.1,WP_000883105.1,GCF_000026225.1__WP_000883105.1,EFER_RS03270,hmpA,gene-EFER_RS03270,mapped
GCF_000026225.1,GCF_000026225.1,WP_000884589.1,GCF_000026225.1__WP_000884589.1,EFER_RS12950,decR,gene-EFER_RS12950,mapped
GCF_000026225.1,GCF_000026225.1,WP_000884650.1,GCF_000026225.1__WP_000884650.1,EFER_RS16280,accC,gene-EFER_RS16280,mapped
GCF_000026225.1,GCF_000026225.1,WP_000885010.1,GCF_000026225.1__WP_000885010.1,EFER_RS04855,alkB,gene-EFER_RS04855,mapped
GCF_000026225.1,GCF_000026225.1,WP_000885617.1,GCF_000026225.1__WP_000885617.1,EFER_RS13480,EFER_RS13480,gene-EFER_RS13480,mapped
GCF_000026225.1,GCF_000026225.1,WP_000885666.1,GCF_000026225.1__WP_000885666.1,EFER_RS16885,EFER_RS16885,gene-EFER_RS16885,mapped
GCF_000026225.1,GCF_000026225.1,WP_000885807.1,GCF_000026225.1__WP_000885807.1,EFER_RS12665,EFER_RS12665,gene-EFER_RS12665,mapped
GCF_000026225.1,GCF_000026225.1,WP_000885828.1,GCF_000026225.1__WP_000885828.1,EFER_RS09310,flgE,gene-EFER_RS09310,mapped
GCF_000026225.1,GCF_000026225.1,WP_000886105.1,GCF_000026225.1__WP_000886105.1,EFER_RS14275,ygfZ,gene-EFER_RS14275,mapped
GCF_000026225.1,GCF_000026225.1,WP_000886612.1,GCF_000026225.1__WP_000886612.1,EFER_RS18515,hemC,gene-EFER_RS18515,mapped
GCF_000026225.1,GCF_000026225.1,WP_000886674.1,GCF_000026225.1__WP_000886674.1,EFER_RS05300,serS,gene-EFER_RS05300,mapped
GCF_000026225.1,GCF_000026225.1,WP_000886986.1,GCF_000026225.1__WP_000886986.1,EFER_RS06620,EFER_RS06620,gene-EFER_RS06620,mapped
GCF_000026225.1,GCF_000026225.1,WP_000887047.1,GCF_000026225.1__WP_000887047.1,EFER_RS09325,flgB,gene-EFER_RS09325,mapped
GCF_000026225.1,GCF_000026225.1,WP_000888703.1,GCF_000026225.1__WP_000888703.1,EFER_RS00600,araD,gene-EFER_RS00600,mapped
GCF_000026225.1,GCF_000026225.1,WP_000888731.1,GCF_000026225.1__WP_000888731.1,EFER_RS10780,wcaB,gene-EFER_RS10780,mapped
GCF_000026225.1,GCF_000026225.1,WP_000890013.1,GCF_000026225.1__WP_000890013.1,EFER_RS01575,truC,gene-EFER_RS01575,mapped
GCF_000026225.1,GCF_000026225.1,WP_000890906.1,GCF_000026225.1__WP_000890906.1,EFER_RS08030,EFER_RS08030,gene-EFER_RS08030,mapped
GCF_000026225.1,GCF_000026225.1,WP_000891386.1,GCF_000026225.1__WP_000891386.1,EFER_RS08425,lapB,gene-EFER_RS08425,mapped
GCF_000026225.1,GCF_000026225.1,WP_000891392.1,GCF_000026225.1__WP_000891392.1,EFER_RS20645,pspG,gene-EFER_RS20645,mapped
GCF_000026225.1,GCF_000026225.1,WP_000891511.1,GCF_000026225.1__WP_000891511.1,EFER_RS11790,EFER_RS11790,gene-EFER_RS11790,mapped
GCF_000026225.1,GCF_000026225.1,WP_000891553.1,GCF_000026225.1__WP_000891553.1,EFER_RS19605,waaA,gene-EFER_RS19605,mapped
GCF_000026225.1,GCF_000026225.1,WP_000891639.1,GCF_000026225.1__WP_000891639.1,EFER_RS06100,EFER_RS06100,gene-EFER_RS06100,mapped
GCF_000026225.1,GCF_000026225.1,WP_000891656.1,GCF_000026225.1__WP_000891656.1,EFER_RS11775,modC,gene-EFER_RS11775,mapped
GCF_000026225.1,GCF_000026225.1,WP_000892028.1,GCF_000026225.1__WP_000892028.1,EFER_RS03525,EFER_RS03525,gene-EFER_RS03525,mapped
GCF_000026225.1,GCF_000026225.1,WP_000892322.1,GCF_000026225.1__WP_000892322.1,EFER_RS05030,ybjG,gene-EFER_RS05030,mapped
GCF_000026225.1,GCF_000026225.1,WP_000893137.1,GCF_000026225.1__WP_000893137.1,EFER_RS17955,araD,gene-EFER_RS17955,mapped
GCF_000026225.1,GCF_000026225.1,WP_000893302.1,GCF_000026225.1__WP_000893302.1,EFER_RS13790,proA,gene-EFER_RS13790,mapped
GCF_000026225.1,GCF_000026225.1,WP_000893392.1,GCF_000026225.1__WP_000893392.1,EFER_RS21330,cysQ,gene-EFER_RS21330,mapped
GCF_000026225.1,GCF_000026225.1,WP_000893575.1,GCF_000026225.1__WP_000893575.1,EFER_RS13225,phoR,gene-EFER_RS13225,mapped
GCF_000026225.1,GCF_000026225.1,WP_000893994.1,GCF_000026225.1__WP_000893994.1,EFER_RS19510,EFER_RS19510,gene-EFER_RS19510,mapped
GCF_000026225.1,GCF_000026225.1,WP_000895401.1,GCF_000026225.1__WP_000895401.1,EFER_RS05130,artM,gene-EFER_RS05130,mapped
GCF_000026225.1,GCF_000026225.1,WP_000895629.1,GCF_000026225.1__WP_000895629.1,EFER_RS13950,EFER_RS13950,gene-EFER_RS13950,mapped
GCF_000026225.1,GCF_000026225.1,WP_000895860.1,GCF_000026225.1__WP_000895860.1,EFER_RS14645,pppA,gene-EFER_RS14645,mapped
GCF_000026225.1,GCF_000026225.1,WP_000895889.1,GCF_000026225.1__WP_000895889.1,EFER_RS09905,tssF,gene-EFER_RS09905,mapped
GCF_000026225.1,GCF_000026225.1,WP_000896081.1,GCF_000026225.1__WP_000896081.1,EFER_RS13975,aas,gene-EFER_RS13975,mapped
GCF_000026225.1,GCF_000026225.1,WP_000896498.1,GCF_000026225.1__WP_000896498.1,EFER_RS20155,atpG,gene-EFER_RS20155,mapped
GCF_000026225.1,GCF_000026225.1,WP_000897389.1,GCF_000026225.1__WP_000897389.1,EFER_RS09635,EFER_RS09635,gene-EFER_RS09635,mapped
GCF_000026225.1,GCF_000026225.1,WP_000897969.1,GCF_000026225.1__WP_000897969.1,EFER_RS07480,catC,gene-EFER_RS07480,mapped
GCF_000026225.1,GCF_000026225.1,WP_000898670.1,GCF_000026225.1__WP_000898670.1,EFER_RS13525,EFER_RS13525,gene-EFER_RS13525,mapped
GCF_000026225.1,GCF_000026225.1,WP_000899542.1,GCF_000026225.1__WP_000899542.1,EFER_RS05405,elyC,gene-EFER_RS05405,mapped
GCF_000026225.1,GCF_000026225.1,WP_000899617.1,GCF_000026225.1__WP_000899617.1,EFER_RS20835,dcuB,gene-EFER_RS20835,mapped
GCF_000026225.1,GCF_000026225.1,WP_000901098.1,GCF_000026225.1__WP_000901098.1,EFER_RS01280,EFER_RS01280,gene-EFER_RS01280,mapped
GCF_000026225.1,GCF_000026225.1,WP_000901979.1,GCF_000026225.1__WP_000901979.1,EFER_RS00990,EFER_RS00990,gene-EFER_RS00990,mapped
GCF_000026225.1,GCF_000026225.1,WP_000902801.1,GCF_000026225.1__WP_000902801.1,EFER_RS17510,pitA,gene-EFER_RS17510,mapped
GCF_000026225.1,GCF_000026225.1,WP_000903163.1,GCF_000026225.1__WP_000903163.1,EFER_RS04010,EFER_RS04010,gene-EFER_RS04010,mapped
GCF_000026225.1,GCF_000026225.1,WP_000903378.1,GCF_000026225.1__WP_000903378.1,EFER_RS16655,tusB,gene-EFER_RS16655,mapped
GCF_000026225.1,GCF_000026225.1,WP_000903680.1,GCF_000026225.1__WP_000903680.1,EFER_RS07940,EFER_RS07940,gene-EFER_RS07940,mapped
GCF_000026225.1,GCF_000026225.1,WP_000903826.1,GCF_000026225.1__WP_000903826.1,EFER_RS07745,EFER_RS07745,gene-EFER_RS07745,mapped
GCF_000026225.1,GCF_000026225.1,WP_000904443.1,GCF_000026225.1__WP_000904443.1,EFER_RS05620,tusE,gene-EFER_RS05620,mapped
GCF_000026225.1,GCF_000026225.1,WP_000904613.1,GCF_000026225.1__WP_000904613.1,EFER_RS10230,EFER_RS10230,gene-EFER_RS10230,mapped
GCF_000026225.1,GCF_000026225.1,WP_000904897.1,GCF_000026225.1__WP_000904897.1,EFER_RS00120,EFER_RS00120,gene-EFER_RS00120,mapped
GCF_000026225.1,GCF_000026225.1,WP_000905379.1,GCF_000026225.1__WP_000905379.1,EFER_RS01015,panC,gene-EFER_RS01015,mapped
GCF_000026225.1,GCF_000026225.1,WP_000905460.1,GCF_000026225.1__WP_000905460.1,EFER_RS05740,motA,gene-EFER_RS05740,mapped
GCF_000026225.1,GCF_000026225.1,WP_000905746.1,GCF_000026225.1__WP_000905746.1,EFER_RS00845,secA,gene-EFER_RS00845,mapped
GCF_000026225.1,GCF_000026225.1,WP_000906157.1,GCF_000026225.1__WP_000906157.1,EFER_RS00285,yaaA,gene-EFER_RS00285,mapped
GCF_000026225.1,GCF_000026225.1,WP_000906307.1,GCF_000026225.1__WP_000906307.1,EFER_RS13965,EFER_RS13965,gene-EFER_RS13965,mapped
GCF_000026225.1,GCF_000026225.1,WP_000906486.1,GCF_000026225.1__WP_000906486.1,EFER_RS02060,csrA,gene-EFER_RS02060,mapped
GCF_000026225.1,GCF_000026225.1,WP_000906846.1,GCF_000026225.1__WP_000906846.1,EFER_RS13420,EFER_RS13420,gene-EFER_RS13420,mapped
GCF_000026225.1,GCF_000026225.1,WP_000907019.1,GCF_000026225.1__WP_000907019.1,EFER_RS17010,malT,gene-EFER_RS17010,mapped
GCF_000026225.1,GCF_000026225.1,WP_000907089.1,GCF_000026225.1__WP_000907089.1,EFER_RS16715,EFER_RS16715,gene-EFER_RS16715,mapped
GCF_000026225.1,GCF_000026225.1,WP_000907234.1,GCF_000026225.1__WP_000907234.1,EFER_RS06115,EFER_RS06115,gene-EFER_RS06115,mapped
GCF_000026225.1,GCF_000026225.1,WP_000907476.1,GCF_000026225.1__WP_000907476.1,EFER_RS09900,tssG,gene-EFER_RS09900,mapped
GCF_000026225.1,GCF_000026225.1,WP_000907502.1,GCF_000026225.1__WP_000907502.1,EFER_RS20480,EFER_RS20480,gene-EFER_RS20480,mapped
GCF_000026225.1,GCF_000026225.1,WP_000907615.1,GCF_000026225.1__WP_000907615.1,EFER_RS18145,mobB,gene-EFER_RS18145,mapped
GCF_000026225.1,GCF_000026225.1,WP_000907774.1,GCF_000026225.1__WP_000907774.1,EFER_RS17185,ugpC,gene-EFER_RS17185,mapped
GCF_000026225.1,GCF_000026225.1,WP_000907953.1,GCF_000026225.1__WP_000907953.1,EFER_RS06925,sufD,gene-EFER_RS06925,mapped
GCF_000026225.1,GCF_000026225.1,WP_000908554.1,GCF_000026225.1__WP_000908554.1,EFER_RS15710,EFER_RS15710,gene-EFER_RS15710,mapped
GCF_000026225.1,GCF_000026225.1,WP_000909918.1,GCF_000026225.1__WP_000909918.1,EFER_RS05685,ftnA,gene-EFER_RS05685,mapped
GCF_000026225.1,GCF_000026225.1,WP_000909942.1,GCF_000026225.1__WP_000909942.1,EFER_RS09625,EFER_RS09625,gene-EFER_RS09625,mapped
GCF_000026225.1,GCF_000026225.1,WP_000910505.1,GCF_000026225.1__WP_000910505.1,EFER_RS15750,mdcA,gene-EFER_RS15750,mapped
GCF_000026225.1,GCF_000026225.1,WP_000910703.1,GCF_000026225.1__WP_000910703.1,EFER_RS13465,EFER_RS13465,gene-EFER_RS13465,mapped
GCF_000026225.1,GCF_000026225.1,WP_000911078.1,GCF_000026225.1__WP_000911078.1,EFER_RS08600,oppB,gene-EFER_RS08600,mapped
GCF_000026225.1,GCF_000026225.1,WP_000911155.1,GCF_000026225.1__WP_000911155.1,EFER_RS07895,lsrC,gene-EFER_RS07895,mapped
GCF_000026225.1,GCF_000026225.1,WP_000912350.1,GCF_000026225.1__WP_000912350.1,EFER_RS02960,cysS,gene-EFER_RS02960,mapped
GCF_000026225.1,GCF_000026225.1,WP_000912705.1,GCF_000026225.1__WP_000912705.1,EFER_RS12115,pxpC,gene-EFER_RS12115,mapped
GCF_000026225.1,GCF_000026225.1,WP_000913396.1,GCF_000026225.1__WP_000913396.1,EFER_RS16245,mreB,gene-EFER_RS16245,mapped
GCF_000026225.1,GCF_000026225.1,WP_000913823.1,GCF_000026225.1__WP_000913823.1,EFER_RS13015,EFER_RS13015,gene-EFER_RS13015,mapped
GCF_000026225.1,GCF_000026225.1,WP_000914141.1,GCF_000026225.1__WP_000914141.1,EFER_RS20800,proP,gene-EFER_RS20800,mapped
GCF_000026225.1,GCF_000026225.1,WP_000915537.1,GCF_000026225.1__WP_000915537.1,EFER_RS03265,EFER_RS03265,gene-EFER_RS03265,mapped
GCF_000026225.1,GCF_000026225.1,WP_000915567.1,GCF_000026225.1__WP_000915567.1,EFER_RS07155,rsxC,gene-EFER_RS07155,mapped
GCF_000026225.1,GCF_000026225.1,WP_000916048.1,GCF_000026225.1__WP_000916048.1,EFER_RS03545,hyfH,gene-EFER_RS03545,mapped
GCF_000026225.1,GCF_000026225.1,WP_000916293.1,GCF_000026225.1__WP_000916293.1,EFER_RS00650,thiQ,gene-EFER_RS00650,mapped
GCF_000026225.1,GCF_000026225.1,WP_000917196.1,GCF_000026225.1__WP_000917196.1,EFER_RS14980,nudF,gene-EFER_RS14980,mapped
GCF_000026225.1,GCF_000026225.1,WP_000917883.1,GCF_000026225.1__WP_000917883.1,EFER_RS01420,rnhA,gene-EFER_RS01420,mapped
GCF_000026225.1,GCF_000026225.1,WP_000918085.1,GCF_000026225.1__WP_000918085.1,EFER_RS08740,narX,gene-EFER_RS08740,mapped
GCF_000026225.1,GCF_000026225.1,WP_000918182.1,GCF_000026225.1__WP_000918182.1,EFER_RS01095,mrcB,gene-EFER_RS01095,mapped
GCF_000026225.1,GCF_000026225.1,WP_000918845.1,GCF_000026225.1__WP_000918845.1,EFER_RS15145,dnaG,gene-EFER_RS15145,mapped
GCF_000026225.1,GCF_000026225.1,WP_000919075.1,GCF_000026225.1__WP_000919075.1,EFER_RS08580,EFER_RS08580,gene-EFER_RS08580,mapped
GCF_000026225.1,GCF_000026225.1,WP_000919150.1,GCF_000026225.1__WP_000919150.1,EFER_RS03280,glyA,gene-EFER_RS03280,mapped
GCF_000026225.1,GCF_000026225.1,WP_000919205.1,GCF_000026225.1__WP_000919205.1,EFER_RS07300,bioD,gene-EFER_RS07300,mapped
GCF_000026225.1,GCF_000026225.1,WP_000919500.1,GCF_000026225.1__WP_000919500.1,EFER_RS15400,tsr,gene-EFER_RS15400,mapped
GCF_000026225.1,GCF_000026225.1,WP_000920074.1,GCF_000026225.1__WP_000920074.1,EFER_RS11200,sanA,gene-EFER_RS11200,mapped
GCF_000026225.1,GCF_000026225.1,WP_000920477.1,GCF_000026225.1__WP_000920477.1,EFER_RS16760,ppiA,gene-EFER_RS16760,mapped
GCF_000026225.1,GCF_000026225.1,WP_000920719.1,GCF_000026225.1__WP_000920719.1,EFER_RS19445,EFER_RS19445,gene-EFER_RS19445,mapped
GCF_000026225.1,GCF_000026225.1,WP_000920774.1,GCF_000026225.1__WP_000920774.1,EFER_RS07145,rsxG,gene-EFER_RS07145,mapped
GCF_000026225.1,GCF_000026225.1,WP_000920912.1,GCF_000026225.1__WP_000920912.1,EFER_RS10695,EFER_RS10695,gene-EFER_RS10695,mapped
GCF_000026225.1,GCF_000026225.1,WP_000921812.1,GCF_000026225.1__WP_000921812.1,EFER_RS18530,hemY,gene-EFER_RS18530,mapped
GCF_000026225.1,GCF_000026225.1,WP_000922431.1,GCF_000026225.1__WP_000922431.1,EFER_RS01220,cdsA,gene-EFER_RS01220,mapped
GCF_000026225.1,GCF_000026225.1,WP_000922640.1,GCF_000026225.1__WP_000922640.1,EFER_RS17565,arsB,gene-EFER_RS17565,mapped
GCF_000026225.1,GCF_000026225.1,WP_000922852.1,GCF_000026225.1__WP_000922852.1,EFER_RS15985,EFER_RS15985,gene-EFER_RS15985,mapped
GCF_000026225.1,GCF_000026225.1,WP_000923695.1,GCF_000026225.1__WP_000923695.1,EFER_RS00895,ampD,gene-EFER_RS00895,mapped
GCF_000026225.1,GCF_000026225.1,WP_000924288.1,GCF_000026225.1__WP_000924288.1,EFER_RS19670,EFER_RS19670,gene-EFER_RS19670,mapped
GCF_000026225.1,GCF_000026225.1,WP_000925782.1,GCF_000026225.1__WP_000925782.1,EFER_RS15975,mlaE,gene-EFER_RS15975,mapped
GCF_000026225.1,GCF_000026225.1,WP_000926112.1,GCF_000026225.1__WP_000926112.1,EFER_RS05430,ldtD,gene-EFER_RS05430,mapped
GCF_000026225.1,GCF_000026225.1,WP_000926369.1,GCF_000026225.1__WP_000926369.1,EFER_RS09985,EFER_RS09985,gene-EFER_RS09985,mapped
GCF_000026225.1,GCF_000026225.1,WP_000926436.1,GCF_000026225.1__WP_000926436.1,EFER_RS04575,nuoM,gene-EFER_RS04575,mapped
GCF_000026225.1,GCF_000026225.1,WP_000927034.1,GCF_000026225.1__WP_000927034.1,EFER_RS10765,wcaE,gene-EFER_RS10765,mapped
GCF_000026225.1,GCF_000026225.1,WP_000927709.1,GCF_000026225.1__WP_000927709.1,EFER_RS03160,EFER_RS03160,gene-EFER_RS03160,mapped
GCF_000026225.1,GCF_000026225.1,WP_000928497.1,GCF_000026225.1__WP_000928497.1,EFER_RS06235,copD,gene-EFER_RS06235,mapped
GCF_000026225.1,GCF_000026225.1,WP_000928711.1,GCF_000026225.1__WP_000928711.1,EFER_RS17035,glpG,gene-EFER_RS17035,mapped
GCF_000026225.1,GCF_000026225.1,WP_000928830.1,GCF_000026225.1__WP_000928830.1,EFER_RS18405,rhtC,gene-EFER_RS18405,mapped
GCF_000026225.1,GCF_000026225.1,WP_000929123.1,GCF_000026225.1__WP_000929123.1,EFER_RS09745,EFER_RS09745,gene-EFER_RS09745,mapped
GCF_000026225.1,GCF_000026225.1,WP_000929192.1,GCF_000026225.1__WP_000929192.1,EFER_RS03125,EFER_RS03125,gene-EFER_RS03125,mapped
GCF_000026225.1,GCF_000026225.1,WP_000929412.1,GCF_000026225.1__WP_000929412.1,EFER_RS01160,cdaR,gene-EFER_RS01160,mapped
GCF_000026225.1,GCF_000026225.1,WP_000929745.1,GCF_000026225.1__WP_000929745.1,EFER_RS03730,eutJ,gene-EFER_RS03730,mapped
GCF_000026225.1,GCF_000026225.1,WP_000930075.1,GCF_000026225.1__WP_000930075.1,EFER_RS11745,bioB,gene-EFER_RS11745,mapped
GCF_000026225.1,GCF_000026225.1,WP_000930889.1,GCF_000026225.1__WP_000930889.1,EFER_RS17375,EFER_RS17375,gene-EFER_RS17375,mapped
GCF_000026225.1,GCF_000026225.1,WP_000931326.1,GCF_000026225.1__WP_000931326.1,EFER_RS19360,EFER_RS19360,gene-EFER_RS19360,mapped
